trip_purpose,companion_count,booking_window,booking_channel,flights_per_year,competitor_used,price_paid_range,price_perception,experience_vs_expectation,comfort_rating,service_rating,return_intent,next_travel_window,booking_decision_factor,loyalty_sensitive,seat_class,departure_hour,departure_day,departure_month,occupancy_pct,route,flight_id,seat_id,purchase_intent_score,offer_clicked,offer_shown,submitted_at
BUSINESS,GROUP,LAST_MINUTE,AIRPORT_COUNTER,6_10,YES,100_200,GREAT_DEAL,AS_EXPECTED,4,4,BOOKED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,17,24,4,88.1,CMN-TUN,29,18B,57,1,UPGRADE,2026-06-08 07:55:57.940939
FAMILY,GROUP,FEW_WEEKS,AIRPORT_COUNTER,10_PLUS,NO,ABOVE_400,FAIR,WORSE,5,3,BOOKED,NOT_SURE,LOWEST_PRICE,YES,BUSINESS,20,11,5,74.0,CMN-ABJ,19,8H,61,1,LOUNGE,2026-03-21 04:54:57.940939
FAMILY,GROUP,FEW_WEEKS,MOBILE_APP,3_5,NO,200_400,FAIR,AS_EXPECTED,4,4,PLANNED,1_3_MONTHS,LOWEST_PRICE,NO,BUSINESS,22,23,12,62.0,CMN-JFK,50,29D,71,1,LOUNGE,2026-04-30 11:15:57.940939
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,3_5,NO,100_200,GREAT_DEAL,AS_EXPECTED,5,5,NO,THIS_MONTH,LOYALTY,YES,ECONOMY,13,2,9,92.1,CMN-DXB,35,32E,14,0,UPGRADE,2026-04-17 15:53:57.940939
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,6_10,YES,ABOVE_400,FAIR,WORSE,2,5,NO,NOT_SURE,DIRECT_FLIGHT,NO,FIRST,23,5,11,62.8,CMN-LHR,42,37F,37,0,LOUNGE,2026-03-20 19:23:57.940939
FAMILY,ALONE,FEW_WEEKS,MOBILE_APP,1_2,NO,UNDER_100,GREAT_DEAL,BETTER,3,4,NO,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,BUSINESS,6,25,10,95.0,CMN-LIS,13,10D,36,0,LOUNGE,2026-02-28 17:41:57.940939
LEISURE,ALONE,FEW_WEEKS,AGENCY,10_PLUS,NO,100_200,FAIR,AS_EXPECTED,4,3,NO,1_3_MONTHS,LOYALTY,YES,BUSINESS,14,4,7,46.4,CMN-BRU,25,4H,32,0,LOUNGE,2026-06-03 12:00:57.940939
LEISURE,ALONE,LAST_MINUTE,AIRPORT_COUNTER,3_5,NO,UNDER_100,GREAT_DEAL,BETTER,5,4,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,YES,BUSINESS,2,26,9,64.4,CMN-FCO,33,8H,55,1,LOUNGE,2026-03-11 15:37:57.940939
FAMILY,ALONE,FEW_WEEKS,AIRPORT_COUNTER,3_5,YES,UNDER_100,FAIR,AS_EXPECTED,5,2,NO,3_6_MONTHS,LOYALTY,YES,ECONOMY,7,6,10,45.5,CMN-TUN,10,9H,20,0,UPGRADE,2026-06-20 22:40:57.940939
FAMILY,GROUP,FEW_WEEKS,WEBSITE,3_5,YES,100_200,GREAT_DEAL,AS_EXPECTED,3,3,PLANNED,THIS_MONTH,BEST_SCHEDULE,YES,BUSINESS,6,10,7,78.8,CMN-FCO,40,21A,41,0,LOUNGE,2026-06-24 14:06:57.940939
BUSINESS,PAIR,MONTHS_AHEAD,MOBILE_APP,1_2,YES,200_400,TOO_EXPENSIVE,BETTER,2,2,NO,NOT_SURE,DIRECT_FLIGHT,NO,BUSINESS,17,15,3,91.3,CMN-CDG,20,31H,46,0,LOUNGE,2026-05-27 14:39:57.940939
LEISURE,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,100_200,GREAT_DEAL,AS_EXPECTED,3,3,PLANNED,THIS_MONTH,DIRECT_FLIGHT,YES,ECONOMY,19,4,4,57.2,CMN-LHR,47,20F,39,0,UPGRADE,2026-04-22 23:19:57.940939
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,2,3,NO,THIS_MONTH,BEST_SCHEDULE,DEPENDS,FIRST,7,6,7,62.4,CMN-LOS,31,23D,27,0,LOUNGE,2026-03-15 23:19:57.940939
FAMILY,PAIR,MONTHS_AHEAD,WEBSITE,3_5,NO,200_400,FAIR,WORSE,4,4,NO,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,21,28,6,86.2,CMN-FCO,5,24G,14,1,UPGRADE,2026-05-30 03:25:57.940939
BUSINESS,GROUP,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,TOO_EXPENSIVE,WORSE,3,5,NO,1_3_MONTHS,BEST_SCHEDULE,NO,BUSINESS,7,25,1,55.7,CMN-JFK,34,39C,20,0,LOUNGE,2026-04-22 01:06:57.940939
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,10_PLUS,YES,100_200,GREAT_DEAL,BETTER,3,3,PLANNED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,12,10,7,93.7,CMN-DKR,31,30F,68,1,UPGRADE,2026-05-27 00:03:57.940939
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,1_2,NO,100_200,GREAT_DEAL,AS_EXPECTED,3,5,NO,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,7,27,6,48.8,CMN-FCO,9,26B,36,0,UPGRADE,2026-04-14 20:05:57.940939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,1_2,YES,200_400,FAIR,AS_EXPECTED,5,3,PLANNED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,19,15,3,48.8,CMN-DXB,18,3G,49,0,UPGRADE,2026-05-04 23:03:57.940939
LEISURE,PAIR,FEW_WEEKS,WEBSITE,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,5,5,PLANNED,THIS_MONTH,LOYALTY,NO,ECONOMY,23,9,5,79.6,CMN-DXB,27,17F,57,1,UPGRADE,2026-06-16 02:27:57.940939
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,5,5,BOOKED,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,3,25,4,64.5,CMN-DKR,26,3F,59,1,UPGRADE,2026-03-10 01:11:57.940939
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,YES,100_200,GREAT_DEAL,WORSE,2,4,NO,THIS_MONTH,DIRECT_FLIGHT,NO,ECONOMY,8,12,11,63.6,CMN-AMS,18,29A,31,0,UPGRADE,2026-03-30 21:21:57.940939
LEISURE,ALONE,MONTHS_AHEAD,MOBILE_APP,3_5,YES,ABOVE_400,FAIR,AS_EXPECTED,3,5,NO,3_6_MONTHS,LOYALTY,DEPENDS,ECONOMY,23,26,4,62.1,CMN-IST,7,6G,30,1,UPGRADE,2026-05-11 12:07:57.940939
LEISURE,PAIR,FEW_WEEKS,AGENCY,6_10,NO,100_200,FAIR,BETTER,4,4,NO,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,2,7,2,49.9,CMN-YUL,17,10F,52,0,UPGRADE,2026-05-09 14:29:57.940939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,10_PLUS,YES,100_200,FAIR,BETTER,3,4,BOOKED,1_3_MONTHS,BEST_SCHEDULE,YES,BUSINESS,7,15,11,88.8,CMN-LIS,1,19D,85,1,LOUNGE,2026-05-03 04:53:57.941939
FAMILY,ALONE,FEW_WEEKS,WEBSITE,3_5,NO,ABOVE_400,FAIR,AS_EXPECTED,4,4,PLANNED,3_6_MONTHS,BEST_SCHEDULE,YES,ECONOMY,11,3,12,52.3,CMN-AMS,35,38C,38,1,UPGRADE,2026-03-03 01:42:57.941939
LEISURE,ALONE,MONTHS_AHEAD,WEBSITE,1_2,NO,100_200,FAIR,AS_EXPECTED,2,5,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,ECONOMY,5,1,9,69.2,CMN-ORY,23,31C,39,0,UPGRADE,2026-05-23 23:35:57.941939
FAMILY,ALONE,MONTHS_AHEAD,MOBILE_APP,3_5,NO,100_200,TOO_EXPENSIVE,BETTER,5,4,PLANNED,3_6_MONTHS,LOYALTY,YES,ECONOMY,16,14,3,86.4,CMN-DXB,1,40A,52,0,UPGRADE,2026-05-13 22:58:57.941939
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,6_10,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,3,3,BOOKED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,3,13,10,82.9,CMN-YUL,27,25H,63,1,UPGRADE,2026-05-14 12:58:57.941939
FAMILY,PAIR,LAST_MINUTE,WEBSITE,3_5,YES,UNDER_100,FAIR,AS_EXPECTED,4,2,NO,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,3,6,1,97.0,CMN-TUN,1,1F,36,0,UPGRADE,2026-06-24 23:38:57.941939
FAMILY,ALONE,LAST_MINUTE,MOBILE_APP,3_5,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,4,PLANNED,NOT_SURE,BEST_SCHEDULE,DEPENDS,ECONOMY,14,1,10,47.1,CMN-CAI,8,20E,58,0,UPGRADE,2026-06-07 15:37:57.941939
LEISURE,GROUP,FEW_WEEKS,AIRPORT_COUNTER,10_PLUS,NO,ABOVE_400,FAIR,WORSE,2,4,BOOKED,1_3_MONTHS,BEST_SCHEDULE,NO,ECONOMY,15,7,7,47.2,CMN-ORY,31,38B,85,0,UPGRADE,2026-06-16 20:23:57.941939
FAMILY,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,100_200,GREAT_DEAL,BETTER,3,4,NO,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,2,16,1,71.5,CMN-DXB,36,31G,37,0,UPGRADE,2026-03-21 19:41:57.941939
LEISURE,ALONE,LAST_MINUTE,AIRPORT_COUNTER,1_2,NO,100_200,FAIR,AS_EXPECTED,2,2,NO,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,17,2,11,92.2,CMN-TUN,34,12J,30,0,UPGRADE,2026-03-31 17:30:57.941939
BUSINESS,ALONE,LAST_MINUTE,MOBILE_APP,1_2,YES,100_200,FAIR,AS_EXPECTED,2,5,BOOKED,THIS_MONTH,LOYALTY,YES,BUSINESS,7,22,6,98.2,CMN-YUL,15,24G,53,1,LOUNGE,2026-04-04 10:13:57.941939
BUSINESS,GROUP,MONTHS_AHEAD,AGENCY,3_5,YES,200_400,FAIR,BETTER,5,5,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,YES,BUSINESS,0,21,12,66.4,CMN-ABJ,9,15B,66,0,LOUNGE,2026-06-14 13:36:57.941939
LEISURE,ALONE,MONTHS_AHEAD,WEBSITE,10_PLUS,YES,ABOVE_400,GREAT_DEAL,BETTER,4,2,NO,NOT_SURE,BEST_SCHEDULE,NO,BUSINESS,17,28,8,55.8,CMN-TUN,3,31H,68,0,LOUNGE,2026-06-05 16:10:57.941939
LEISURE,ALONE,FEW_WEEKS,MOBILE_APP,3_5,YES,UNDER_100,FAIR,AS_EXPECTED,3,3,PLANNED,THIS_MONTH,LOWEST_PRICE,NO,BUSINESS,10,28,5,94.8,CMN-JFK,30,13A,67,1,LOUNGE,2026-06-09 09:04:57.941939
BUSINESS,GROUP,LAST_MINUTE,WEBSITE,3_5,YES,ABOVE_400,GREAT_DEAL,BETTER,4,3,BOOKED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,2,14,9,73.9,CMN-LHR,47,21F,75,0,UPGRADE,2026-06-28 06:01:57.941939
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,5,5,BOOKED,NOT_SURE,DIRECT_FLIGHT,NO,ECONOMY,7,22,8,78.1,CMN-JFK,41,30H,78,0,UPGRADE,2026-06-09 03:31:57.941939
BUSINESS,ALONE,FEW_WEEKS,MOBILE_APP,1_2,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,2,5,NO,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,22,18,4,98.3,CMN-LIS,41,23D,32,0,UPGRADE,2026-03-27 03:35:57.941939
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,1_2,NO,100_200,GREAT_DEAL,AS_EXPECTED,3,4,NO,NOT_SURE,LOYALTY,DEPENDS,ECONOMY,6,13,3,70.4,CMN-CAI,42,29E,25,0,UPGRADE,2026-03-20 21:44:57.941939
BUSINESS,PAIR,MONTHS_AHEAD,AGENCY,3_5,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,3,5,PLANNED,1_3_MONTHS,LOYALTY,NO,ECONOMY,21,19,3,79.6,CMN-BRU,10,27F,55,1,UPGRADE,2026-03-01 02:25:57.941939
FAMILY,GROUP,MONTHS_AHEAD,MOBILE_APP,6_10,NO,UNDER_100,GREAT_DEAL,BETTER,2,4,NO,3_6_MONTHS,LOYALTY,YES,ECONOMY,4,7,5,90.4,CMN-JFK,40,21H,37,0,UPGRADE,2026-03-30 13:03:57.941939
BUSINESS,GROUP,LAST_MINUTE,AGENCY,1_2,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,5,4,PLANNED,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,4,15,2,85.8,CMN-LIS,25,31G,39,0,UPGRADE,2026-03-16 06:39:57.941939
LEISURE,ALONE,FEW_WEEKS,AGENCY,10_PLUS,NO,200_400,TOO_EXPENSIVE,WORSE,4,2,BOOKED,3_6_MONTHS,DIRECT_FLIGHT,NO,BUSINESS,3,26,11,55.6,CMN-DXB,19,6F,81,1,LOUNGE,2026-03-18 02:08:57.941939
FAMILY,PAIR,LAST_MINUTE,WEBSITE,1_2,NO,UNDER_100,FAIR,WORSE,2,3,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,10,2,5,85.5,CMN-ABJ,43,6F,47,0,UPGRADE,2026-04-10 18:40:57.941939
BUSINESS,PAIR,LAST_MINUTE,AGENCY,1_2,YES,200_400,FAIR,BETTER,5,5,PLANNED,1_3_MONTHS,LOYALTY,DEPENDS,BUSINESS,17,7,8,60.2,CMN-MAD,29,6F,56,0,LOUNGE,2026-03-06 15:09:57.941939
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,YES,100_200,FAIR,WORSE,2,2,PLANNED,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,20,28,8,79.1,CMN-DXB,43,7B,28,0,UPGRADE,2026-03-02 16:15:57.941939
LEISURE,ALONE,LAST_MINUTE,WEBSITE,3_5,YES,UNDER_100,FAIR,AS_EXPECTED,3,5,NO,NOT_SURE,BEST_SCHEDULE,DEPENDS,ECONOMY,23,22,10,91.7,CMN-ORY,29,12J,33,1,UPGRADE,2026-06-06 12:17:57.941939
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,3_5,YES,100_200,TOO_EXPENSIVE,AS_EXPECTED,3,3,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,9,7,7,58.6,CMN-JFK,48,16J,63,0,UPGRADE,2026-05-23 13:31:57.941939
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,6_10,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,2,4,PLANNED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,23,27,6,69.3,CMN-LOS,24,32E,57,0,UPGRADE,2026-05-19 00:23:57.941939
BUSINESS,GROUP,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,5,5,NO,NOT_SURE,DIRECT_FLIGHT,YES,FIRST,23,25,7,67.7,CMN-CDG,9,21G,22,0,LOUNGE,2026-06-27 04:12:57.941939
LEISURE,ALONE,LAST_MINUTE,MOBILE_APP,1_2,YES,ABOVE_400,FAIR,BETTER,3,2,PLANNED,1_3_MONTHS,LOYALTY,NO,BUSINESS,17,9,4,55.3,CMN-LOS,28,28C,70,1,LOUNGE,2026-04-04 16:59:57.941939
BUSINESS,PAIR,MONTHS_AHEAD,MOBILE_APP,1_2,YES,ABOVE_400,TOO_EXPENSIVE,AS_EXPECTED,2,4,PLANNED,3_6_MONTHS,LOYALTY,DEPENDS,ECONOMY,13,20,2,77.4,CMN-TUN,19,22F,51,1,UPGRADE,2026-04-29 16:52:57.941939
BUSINESS,ALONE,LAST_MINUTE,AIRPORT_COUNTER,3_5,NO,200_400,FAIR,WORSE,5,4,PLANNED,3_6_MONTHS,BEST_SCHEDULE,NO,ECONOMY,10,26,11,75.9,CMN-AMS,46,38D,46,0,UPGRADE,2026-05-28 02:21:57.941939
FAMILY,PAIR,MONTHS_AHEAD,AGENCY,1_2,YES,200_400,GREAT_DEAL,AS_EXPECTED,4,2,PLANNED,1_3_MONTHS,LOYALTY,DEPENDS,ECONOMY,11,28,1,70.6,CMN-AMS,41,1F,43,0,UPGRADE,2026-03-20 09:43:57.941939
LEISURE,PAIR,MONTHS_AHEAD,AGENCY,1_2,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,2,4,PLANNED,1_3_MONTHS,LOYALTY,YES,FIRST,12,14,12,89.2,CMN-CDG,20,17D,40,1,LOUNGE,2026-06-25 18:02:57.941939
LEISURE,ALONE,FEW_WEEKS,MOBILE_APP,6_10,YES,ABOVE_400,FAIR,AS_EXPECTED,4,2,NO,NOT_SURE,LOYALTY,YES,ECONOMY,19,15,5,53.8,CMN-LIS,21,2B,29,0,UPGRADE,2026-06-10 08:16:57.941939
BUSINESS,ALONE,MONTHS_AHEAD,WEBSITE,1_2,YES,UNDER_100,FAIR,BETTER,2,2,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,BUSINESS,2,5,3,50.5,CMN-LHR,46,16B,46,0,LOUNGE,2026-05-14 07:29:57.941939
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,2,3,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,1,21,11,75.1,CMN-ORY,42,15H,38,1,UPGRADE,2026-06-09 14:20:57.941939
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,3_5,YES,UNDER_100,FAIR,AS_EXPECTED,2,2,BOOKED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,15,1,6,82.9,CMN-JFK,33,11G,56,1,UPGRADE,2026-04-21 18:46:57.941939
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,3_5,YES,100_200,FAIR,BETTER,3,4,NO,NOT_SURE,LOWEST_PRICE,DEPENDS,BUSINESS,14,1,8,77.6,CMN-TUN,50,26D,43,0,LOUNGE,2026-03-25 12:00:57.941939
LEISURE,GROUP,FEW_WEEKS,AGENCY,3_5,NO,200_400,FAIR,BETTER,3,4,BOOKED,THIS_MONTH,LOYALTY,YES,ECONOMY,5,28,6,56.1,CMN-YUL,47,21H,66,0,UPGRADE,2026-04-12 13:23:57.941939
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,3_5,NO,UNDER_100,FAIR,WORSE,2,2,NO,3_6_MONTHS,LOWEST_PRICE,YES,BUSINESS,12,24,10,96.9,CMN-BCN,4,24D,2,0,LOUNGE,2026-05-12 16:26:57.941939
LEISURE,PAIR,LAST_MINUTE,AGENCY,1_2,YES,100_200,GREAT_DEAL,AS_EXPECTED,2,5,BOOKED,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,14,28,10,82.5,CMN-FCO,18,2H,51,1,UPGRADE,2026-04-01 13:48:57.941939
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,2,2,NO,3_6_MONTHS,LOYALTY,DEPENDS,ECONOMY,6,26,5,46.3,CMN-FCO,13,16H,38,1,UPGRADE,2026-04-17 04:10:57.941939
LEISURE,ALONE,MONTHS_AHEAD,AGENCY,1_2,NO,200_400,FAIR,AS_EXPECTED,3,4,PLANNED,3_6_MONTHS,BEST_SCHEDULE,YES,ECONOMY,20,12,7,54.4,CMN-YUL,24,30F,20,0,UPGRADE,2026-06-09 20:04:57.941939
LEISURE,GROUP,FEW_WEEKS,WEBSITE,3_5,NO,100_200,FAIR,AS_EXPECTED,5,5,NO,1_3_MONTHS,LOWEST_PRICE,YES,BUSINESS,20,5,10,63.4,CMN-LHR,37,9D,22,0,LOUNGE,2026-03-08 15:12:57.942939
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,1_2,NO,100_200,FAIR,AS_EXPECTED,4,5,BOOKED,3_6_MONTHS,DIRECT_FLIGHT,DEPENDS,FIRST,12,8,10,64.0,CMN-DKR,45,7D,58,0,LOUNGE,2026-05-01 13:43:57.942939
FAMILY,ALONE,MONTHS_AHEAD,WEBSITE,6_10,NO,UNDER_100,FAIR,WORSE,4,3,NO,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,BUSINESS,3,27,4,46.3,CMN-CDG,19,8D,30,1,LOUNGE,2026-05-27 03:35:57.942939
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,3_5,YES,ABOVE_400,FAIR,BETTER,5,2,PLANNED,THIS_MONTH,DIRECT_FLIGHT,YES,FIRST,0,9,12,70.6,CMN-YUL,49,35B,58,1,LOUNGE,2026-04-13 21:51:57.942939
FAMILY,GROUP,FEW_WEEKS,AIRPORT_COUNTER,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,2,3,PLANNED,THIS_MONTH,DIRECT_FLIGHT,YES,BUSINESS,10,8,10,98.1,CMN-ORY,21,20J,37,1,LOUNGE,2026-05-07 15:47:57.942939
BUSINESS,GROUP,LAST_MINUTE,AIRPORT_COUNTER,3_5,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,2,4,PLANNED,NOT_SURE,BEST_SCHEDULE,NO,ECONOMY,9,28,3,47.2,CMN-DXB,28,8C,55,0,UPGRADE,2026-06-19 12:14:57.942939
BUSINESS,PAIR,MONTHS_AHEAD,AGENCY,6_10,NO,UNDER_100,FAIR,BETTER,5,3,PLANNED,THIS_MONTH,LOWEST_PRICE,YES,ECONOMY,4,24,10,75.4,CMN-ABJ,32,24G,61,0,UPGRADE,2026-04-08 00:28:57.942939
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,3_5,YES,200_400,TOO_EXPENSIVE,AS_EXPECTED,5,5,PLANNED,1_3_MONTHS,BEST_SCHEDULE,YES,ECONOMY,5,3,10,55.1,CMN-BRU,29,35F,41,0,UPGRADE,2026-04-28 16:45:57.942939
LEISURE,GROUP,FEW_WEEKS,WEBSITE,1_2,YES,200_400,GREAT_DEAL,AS_EXPECTED,2,4,BOOKED,THIS_MONTH,LOWEST_PRICE,DEPENDS,FIRST,8,19,9,45.5,CMN-LIS,21,16H,63,1,LOUNGE,2026-04-28 11:43:57.942939
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,6_10,YES,100_200,TOO_EXPENSIVE,BETTER,2,5,PLANNED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,13,27,11,64.5,CMN-AMS,17,27A,52,0,UPGRADE,2026-06-23 08:05:57.942939
BUSINESS,GROUP,MONTHS_AHEAD,AIRPORT_COUNTER,1_2,NO,100_200,FAIR,BETTER,5,3,BOOKED,3_6_MONTHS,DIRECT_FLIGHT,NO,BUSINESS,13,20,1,67.5,CMN-CAI,6,10A,82,1,LOUNGE,2026-03-17 07:22:57.942939
LEISURE,PAIR,FEW_WEEKS,AGENCY,3_5,NO,100_200,FAIR,BETTER,5,4,PLANNED,THIS_MONTH,LOYALTY,DEPENDS,ECONOMY,8,28,5,77.1,CMN-AMS,21,21D,66,0,UPGRADE,2026-05-15 08:34:57.942939
BUSINESS,GROUP,FEW_WEEKS,WEBSITE,3_5,NO,100_200,FAIR,WORSE,3,4,BOOKED,3_6_MONTHS,LOYALTY,YES,ECONOMY,14,19,9,54.4,CMN-IST,41,16D,39,1,UPGRADE,2026-03-06 20:55:57.942939
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,10_PLUS,NO,200_400,GREAT_DEAL,AS_EXPECTED,4,2,NO,NOT_SURE,LOWEST_PRICE,YES,BUSINESS,8,16,8,95.5,CMN-CAI,38,18J,26,0,LOUNGE,2026-06-03 09:57:57.942939
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,3_5,YES,100_200,GREAT_DEAL,AS_EXPECTED,2,2,NO,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,8,5,2,95.0,CMN-DKR,14,3A,37,0,UPGRADE,2026-05-24 09:19:57.942939
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,1_2,NO,100_200,GREAT_DEAL,AS_EXPECTED,4,3,BOOKED,NOT_SURE,BEST_SCHEDULE,DEPENDS,ECONOMY,0,6,2,75.8,CMN-FCO,32,8B,62,1,UPGRADE,2026-05-07 11:29:57.942939
LEISURE,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,5,5,BOOKED,THIS_MONTH,LOWEST_PRICE,DEPENDS,ECONOMY,14,15,3,84.9,CMN-YUL,40,25A,58,0,UPGRADE,2026-04-27 04:07:57.942939
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,3_5,NO,100_200,FAIR,AS_EXPECTED,5,3,NO,1_3_MONTHS,BEST_SCHEDULE,YES,BUSINESS,12,9,4,83.6,CMN-AMS,25,39H,19,0,LOUNGE,2026-04-01 23:48:57.942939
LEISURE,PAIR,MONTHS_AHEAD,AGENCY,1_2,YES,ABOVE_400,GREAT_DEAL,AS_EXPECTED,5,5,BOOKED,3_6_MONTHS,LOYALTY,YES,ECONOMY,11,9,8,53.5,CMN-AMS,38,34J,54,0,UPGRADE,2026-05-13 17:23:57.942939
BUSINESS,ALONE,LAST_MINUTE,MOBILE_APP,3_5,YES,200_400,FAIR,BETTER,5,4,NO,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,BUSINESS,5,17,2,57.5,CMN-MAD,40,4C,33,1,LOUNGE,2026-04-29 04:35:57.942939
BUSINESS,ALONE,MONTHS_AHEAD,MOBILE_APP,1_2,YES,100_200,FAIR,AS_EXPECTED,4,3,BOOKED,1_3_MONTHS,BEST_SCHEDULE,NO,BUSINESS,10,28,3,86.4,CMN-TUN,2,33J,79,1,LOUNGE,2026-04-29 13:42:57.942939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,1_2,YES,100_200,FAIR,AS_EXPECTED,3,2,BOOKED,NOT_SURE,BEST_SCHEDULE,YES,BUSINESS,14,17,8,81.6,CMN-YUL,36,35G,47,0,LOUNGE,2026-04-29 20:56:57.942939
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,6_10,NO,ABOVE_400,GREAT_DEAL,WORSE,3,2,BOOKED,3_6_MONTHS,LOYALTY,YES,FIRST,13,13,7,61.2,CMN-CDG,21,32D,50,0,LOUNGE,2026-03-24 14:00:57.942939
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,1_2,YES,UNDER_100,TOO_EXPENSIVE,WORSE,4,5,PLANNED,NOT_SURE,LOYALTY,NO,ECONOMY,14,5,7,96.8,CMN-AMS,10,7E,47,1,UPGRADE,2026-05-15 03:09:57.942939
FAMILY,PAIR,LAST_MINUTE,MOBILE_APP,1_2,NO,ABOVE_400,GREAT_DEAL,WORSE,5,2,PLANNED,1_3_MONTHS,LOYALTY,NO,BUSINESS,5,1,2,52.9,CMN-CAI,18,4A,43,1,LOUNGE,2026-05-02 05:15:57.942939
